Region;Units Sold
Central America and the Caribbean;2763
Central America and the Caribbean;8565
Asia;8416
Middle East and North Africa;2477
Europe;7939
Asia;4028
Sub-Saharan Africa;6997
Middle East and North Africa;5133
North America;3753
Europe;206
Europe;8872
Central America and the Caribbean;6161
Europe;5517
Europe;2412
Central America and the Caribbean;9352
Europe;873
Europe;8542
Europe;5958
Central America and the Caribbean;3751
Central America and the Caribbean;4582
Australia and Oceania;8143
Europe;6158
Sub-Saharan Africa;7381
Asia;2600
Europe;9630
Middle East and North Africa;8322
Sub-Saharan Africa;5555
Europe;239
Europe;8318
Asia;7764
Sub-Saharan Africa;3584
Middle East and North Africa;2812
Asia;9517
Europe;9797
Asia;6782
Central America and the Caribbean;5632
Sub-Saharan Africa;8541
Sub-Saharan Africa;9732
Europe;460
Asia;4011
Middle East and North Africa;703
Europe;2883
Asia;9933
Asia;3262
Sub-Saharan Africa;1314
Central America and the Caribbean;4562
Europe;511
Asia;8697
Europe;5687
Asia;81
Sub-Saharan Africa;7507
Europe;5628
Asia;9135
Australia and Oceania;4753
Central America and the Caribbean;6235
Europe;9369
Sub-Saharan Africa;6971
Sub-Saharan Africa;3890
Europe;2006
Europe;5231
Europe;4506
Asia;2805
Central America and the Caribbean;133
Asia;8527
Sub-Saharan Africa;7053
Asia;6810
Europe;5929
Sub-Saharan Africa;4569
Central America and the Caribbean;9925
Middle East and North Africa;1218
Europe;4705
Sub-Saharan Africa;8671
Middle East and North Africa;8434
Sub-Saharan Africa;1342
Sub-Saharan Africa;1775
Europe;6144
Middle East and North Africa;7893
North America;2493
Europe;2451
Europe;2302
Sub-Saharan Africa;3614
North America;9985
Asia;2045
Sub-Saharan Africa;2456
Europe;909
Europe;9129
Sub-Saharan Africa;5870
Europe;1919
Europe;5092
Europe;5239
Europe;9239
Middle East and North Africa;6003
Europe;1475
Sub-Saharan Africa;3627
Sub-Saharan Africa;7464
Sub-Saharan Africa;22
Central America and the Caribbean;5370
Europe;9604
Australia and Oceania;5857
Sub-Saharan Africa;9287
North America;2089
Europe;8485
Central America and the Caribbean;9731
Asia;9112
Europe;6946
Middle East and North Africa;5581
Asia;4398
Central America and the Caribbean;4808
Australia and Oceania;5252
Middle East and North Africa;6205
Central America and the Caribbean;5172
Europe;1688
Europe;2321
Sub-Saharan Africa;5670
Sub-Saharan Africa;7364
Middle East and North Africa;5065
Asia;3464
Europe;9287
Asia;6287
Asia;250
Europe;3995
North America;2369
Sub-Saharan Africa;7253
Central America and the Caribbean;2558
Sub-Saharan Africa;9225
Europe;229
Asia;5575
Europe;7299
Sub-Saharan Africa;4468
Central America and the Caribbean;8180
Sub-Saharan Africa;6566
Europe;9787
Sub-Saharan Africa;5035
Europe;1533
Asia;5538
Middle East and North Africa;5334
Asia;6239
Europe;5602
Europe;7803
Europe;9253
Asia;3393
Sub-Saharan Africa;5699
Middle East and North Africa;8674
Europe;6855
Middle East and North Africa;1810
Sub-Saharan Africa;7136
Sub-Saharan Africa;3464
Middle East and North Africa;3455
Sub-Saharan Africa;6801
Europe;5226
Central America and the Caribbean;7484
Central America and the Caribbean;4363
Europe;3679
North America;5281
Middle East and North Africa;6048
Sub-Saharan Africa;4893
North America;7757
Sub-Saharan Africa;2614
Sub-Saharan Africa;4468
Europe;357
Europe;4347
Central America and the Caribbean;2537
Sub-Saharan Africa;8057
Sub-Saharan Africa;6068
Europe;8762
Middle East and North Africa;363
Sub-Saharan Africa;2126
Middle East and North Africa;7337
Sub-Saharan Africa;6314
Middle East and North Africa;1404
Asia;1989
Asia;9479
Europe;2316
Sub-Saharan Africa;974
Australia and Oceania;2958
Sub-Saharan Africa;7804
Europe;2080
Sub-Saharan Africa;4383
Australia and Oceania;345
Asia;7626
Asia;918
Asia;6946
Europe;9463
Sub-Saharan Africa;4257
Australia and Oceania;4144
Europe;3973
Australia and Oceania;5625
Australia and Oceania;3010
Europe;7070
Sub-Saharan Africa;779
Sub-Saharan Africa;4143
Europe;9196
Asia;5007
Middle East and North Africa;2675
Middle East and North Africa;329
Australia and Oceania;8129
Asia;3270
Sub-Saharan Africa;4974
Sub-Saharan Africa;9496
Sub-Saharan Africa;5122
Sub-Saharan Africa;7170
Sub-Saharan Africa;2988
Australia and Oceania;6956
Europe;5486
Australia and Oceania;2019
Sub-Saharan Africa;2030
Asia;8023
Middle East and North Africa;4534
Sub-Saharan Africa;3131
Middle East and North Africa;7412
Europe;8008
Central America and the Caribbean;7578
Europe;5817
Europe;4447
Sub-Saharan Africa;2223
Australia and Oceania;9932
Central America and the Caribbean;5391
Sub-Saharan Africa;8447
Asia;5983
Sub-Saharan Africa;6907
Sub-Saharan Africa;7164
Sub-Saharan Africa;4726
Australia and Oceania;4598
Middle East and North Africa;3817
Asia;6449
Sub-Saharan Africa;8594
Sub-Saharan Africa;3382
Australia and Oceania;5973
Asia;8559
Asia;5366
Asia;7646
Europe;8688
Middle East and North Africa;8807
Middle East and North Africa;352
Asia;2705
Central America and the Caribbean;7274
Sub-Saharan Africa;2504
Central America and the Caribbean;8867
Europe;3869
Europe;7045
Europe;4963
Central America and the Caribbean;6222
Middle East and North Africa;6451
Australia and Oceania;3312
Asia;1497
Central America and the Caribbean;7730
Asia;5765
Sub-Saharan Africa;1389
Central America and the Caribbean;7418
Asia;8703
Europe;7122
Middle East and North Africa;6586
Middle East and North Africa;8039
Europe;4454
Europe;5835
Sub-Saharan Africa;4218
Europe;8672
Australia and Oceania;295
Sub-Saharan Africa;7216
Sub-Saharan Africa;9597
Europe;4630
Asia;1539
Central America and the Caribbean;6578
Europe;8035
Sub-Saharan Africa;1225
Europe;3498
Central America and the Caribbean;9234
Central America and the Caribbean;4844
Australia and Oceania;3770
Asia;1486
Australia and Oceania;496
Europe;5337
Middle East and North Africa;7577
Sub-Saharan Africa;813
Middle East and North Africa;5676
Asia;4827
Asia;7958
Central America and the Caribbean;6794
Sub-Saharan Africa;87
Europe;8626
Sub-Saharan Africa;227
Asia;4739
Sub-Saharan Africa;9042
Central America and the Caribbean;2047
Australia and Oceania;9696
Sub-Saharan Africa;9963
Asia;7853
Asia;401
Sub-Saharan Africa;1677
Australia and Oceania;7777
Sub-Saharan Africa;1832
Middle East and North Africa;9003
Australia and Oceania;1482
Australia and Oceania;3493
Europe;6292
Europe;3163
Central America and the Caribbean;4425
Europe;2426
Europe;6545
Middle East and North Africa;8195
Europe;5817
Europe;9885
Sub-Saharan Africa;7905
Australia and Oceania;9411
Europe;972
Central America and the Caribbean;1186
Europe;5683
Asia;2124
Middle East and North Africa;5201
Europe;1639
Sub-Saharan Africa;5191
Sub-Saharan Africa;1645
Europe;3818
Australia and Oceania;6557
Sub-Saharan Africa;1744
Central America and the Caribbean;3288
Australia and Oceania;2134
Australia and Oceania;1253
Asia;652
Asia;2366
Sub-Saharan Africa;5462
Sub-Saharan Africa;1040
Middle East and North Africa;7229
Europe;4190
Sub-Saharan Africa;9115
Central America and the Caribbean;1229
Europe;6786
Middle East and North Africa;4073
Sub-Saharan Africa;8406
Asia;7134
Europe;4637
Sub-Saharan Africa;7327
Australia and Oceania;8646
Europe;4066
Australia and Oceania;6095
Europe;9266
Sub-Saharan Africa;5148
Middle East and North Africa;7339
Asia;6470
Central America and the Caribbean;5201
Sub-Saharan Africa;3225
Sub-Saharan Africa;2265
Sub-Saharan Africa;1077
Sub-Saharan Africa;445
Asia;8189
Europe;4156
Sub-Saharan Africa;5226
Europe;311
Middle East and North Africa;5353
Sub-Saharan Africa;8325
Europe;4232
Sub-Saharan Africa;111
Sub-Saharan Africa;29
Middle East and North Africa;84
Australia and Oceania;3407
Europe;5158
Sub-Saharan Africa;7530
Australia and Oceania;4746
Sub-Saharan Africa;8062
Sub-Saharan Africa;763
Middle East and North Africa;3168
Europe;7624
Europe;3511
Australia and Oceania;2241
Sub-Saharan Africa;2255
Middle East and North Africa;4029
Europe;5066
Central America and the Caribbean;4902
Europe;105
Central America and the Caribbean;9274
Sub-Saharan Africa;8039
Asia;4060
Europe;2030
Asia;8673
Europe;7743
Sub-Saharan Africa;5027
Asia;3342
Sub-Saharan Africa;7536
Middle East and North Africa;9491
Asia;3115
Sub-Saharan Africa;9353
Central America and the Caribbean;1178
Australia and Oceania;8594
Europe;3638
Asia;5377
Europe;4910
Sub-Saharan Africa;366
Europe;1907
Europe;6725
Asia;4044
Europe;119
Asia;3236
Sub-Saharan Africa;8711
Sub-Saharan Africa;3895
Asia;3166
Australia and Oceania;2935
Asia;6646
Sub-Saharan Africa;9772
Asia;4818
Central America and the Caribbean;6319
Europe;5844
Sub-Saharan Africa;6991
Australia and Oceania;389
Middle East and North Africa;8700
Europe;1616
Asia;862
Asia;5191
Europe;5390
Europe;9276
Australia and Oceania;6698
Sub-Saharan Africa;4536
Europe;1701
Central America and the Caribbean;4135
Asia;9812
Sub-Saharan Africa;3737
Sub-Saharan Africa;2946
Sub-Saharan Africa;1506
North America;5517
Asia;8107
Sub-Saharan Africa;4438
Sub-Saharan Africa;6702
Australia and Oceania;9124
Europe;2957
Asia;1489
Sub-Saharan Africa;5036
Sub-Saharan Africa;5947
Sub-Saharan Africa;3602
Sub-Saharan Africa;9411
Europe;1819
Middle East and North Africa;1297
Australia and Oceania;5352
Europe;3518
Sub-Saharan Africa;2364
Sub-Saharan Africa;488
Europe;3520
Middle East and North Africa;9121
Sub-Saharan Africa;1984
Sub-Saharan Africa;8832
Asia;3420
Sub-Saharan Africa;1534
Sub-Saharan Africa;5991
Sub-Saharan Africa;1641
Sub-Saharan Africa;362
Central America and the Caribbean;6067
Sub-Saharan Africa;9698
Middle East and North Africa;4228
Sub-Saharan Africa;9661
Australia and Oceania;8035
North America;8417
Europe;1905
Central America and the Caribbean;6629
Middle East and North Africa;2750
Sub-Saharan Africa;7461
Central America and the Caribbean;9985
Europe;6577
Sub-Saharan Africa;5523
Sub-Saharan Africa;2142
Europe;3780
Sub-Saharan Africa;4819
Middle East and North Africa;1669
Middle East and North Africa;7772
Middle East and North Africa;8603
Middle East and North Africa;6666
Sub-Saharan Africa;6498
Middle East and North Africa;9665
Europe;9767
Sub-Saharan Africa;7433
Australia and Oceania;5324
Middle East and North Africa;3133
Europe;2583
Europe;2430
Asia;3459
Sub-Saharan Africa;3488
Europe;2365
Australia and Oceania;6970
North America;6215
Asia;6042
Middle East and North Africa;4424
Middle East and North Africa;6367
Sub-Saharan Africa;8906
Sub-Saharan Africa;6109
Australia and Oceania;4074
Europe;5932
Europe;6843
Australia and Oceania;9000
Asia;6627
Sub-Saharan Africa;978
Europe;5339
Europe;29
Australia and Oceania;7395
Middle East and North Africa;6817
North America;9707
Middle East and North Africa;4507
Asia;1691
Sub-Saharan Africa;8763
Asia;5259
Australia and Oceania;7748
Sub-Saharan Africa;4827
Sub-Saharan Africa;2126
Europe;7308
Asia;5063
Sub-Saharan Africa;2116
Sub-Saharan Africa;2221
Australia and Oceania;1165
Sub-Saharan Africa;1765
Sub-Saharan Africa;8870
Europe;4359
Middle East and North Africa;2144
Sub-Saharan Africa;3167
Australia and Oceania;402
Sub-Saharan Africa;3854
Europe;5558
Asia;4582
Europe;2025
Europe;6016
Middle East and North Africa;6717
Europe;1321
Middle East and North Africa;9050
Europe;6160
Sub-Saharan Africa;936
Asia;8697
Europe;6791
Sub-Saharan Africa;9597
Central America and the Caribbean;3527
Europe;2023
Sub-Saharan Africa;559
Europe;1640
Asia;9801
Australia and Oceania;6611
Asia;5668
Sub-Saharan Africa;7601
Sub-Saharan Africa;5073
Asia;7774
Sub-Saharan Africa;7430
Sub-Saharan Africa;2794
Sub-Saharan Africa;4653
Asia;824
Asia;1157
Asia;2530
Central America and the Caribbean;3855
North America;1074
Europe;2161
Central America and the Caribbean;2121
Sub-Saharan Africa;7991
Sub-Saharan Africa;3836
Europe;5756
Central America and the Caribbean;6882
Sub-Saharan Africa;2373
Asia;4423
Middle East and North Africa;7254
Europe;2123
Sub-Saharan Africa;2315
Asia;8147
Europe;1968
Central America and the Caribbean;3158
Europe;3128
Australia and Oceania;320
Middle East and North Africa;5209
Europe;5298
Sub-Saharan Africa;125
Europe;6256
Asia;2290
Europe;3858
Sub-Saharan Africa;8619
Europe;1267
Central America and the Caribbean;8525
Sub-Saharan Africa;4148
Middle East and North Africa;3922
Sub-Saharan Africa;664
Asia;9224
Asia;1481
Sub-Saharan Africa;1346
Sub-Saharan Africa;9762
Sub-Saharan Africa;9702
Sub-Saharan Africa;1171
Asia;6205
Central America and the Caribbean;3872
Europe;5270
Asia;8529
Middle East and North Africa;3810
Asia;8306
Australia and Oceania;1240
Central America and the Caribbean;8868
Sub-Saharan Africa;9474
Middle East and North Africa;8378
Middle East and North Africa;2926
Sub-Saharan Africa;7500
Australia and Oceania;8510
Sub-Saharan Africa;9399
Europe;5640
Central America and the Caribbean;9738
Europe;6230
Sub-Saharan Africa;6682
Sub-Saharan Africa;4694
Australia and Oceania;895
Europe;7946
Australia and Oceania;5541
Middle East and North Africa;5401
Asia;6283
Europe;8972
Central America and the Caribbean;1286
Sub-Saharan Africa;3073
Europe;1214
Sub-Saharan Africa;4619
Asia;9231
Sub-Saharan Africa;3023
Asia;1001
Asia;200
Sub-Saharan Africa;4688
Australia and Oceania;564
Sub-Saharan Africa;957
Europe;1028
Middle East and North Africa;2970
Europe;1007
Asia;6393
Europe;2415
Sub-Saharan Africa;9390
Sub-Saharan Africa;9666
Asia;2623
Europe;9674
Sub-Saharan Africa;9259
Middle East and North Africa;1852
Middle East and North Africa;4959
Sub-Saharan Africa;8116
Sub-Saharan Africa;7890
Europe;2879
Sub-Saharan Africa;8714
Australia and Oceania;3055
Sub-Saharan Africa;596
Central America and the Caribbean;8059
Sub-Saharan Africa;9199
Europe;9803
Sub-Saharan Africa;2689
Middle East and North Africa;2704
Sub-Saharan Africa;1728
Central America and the Caribbean;3673
Sub-Saharan Africa;9481
Central America and the Caribbean;2126
Sub-Saharan Africa;1613
Sub-Saharan Africa;9977
Europe;6286
Europe;1640
Australia and Oceania;4166
Europe;4028
Sub-Saharan Africa;8416
Sub-Saharan Africa;6555
Sub-Saharan Africa;4700
Sub-Saharan Africa;1137
North America;1183
Asia;2187
Sub-Saharan Africa;8528
Europe;6618
Asia;9900
Australia and Oceania;3846
Australia and Oceania;962
Sub-Saharan Africa;5783
Sub-Saharan Africa;9878
Sub-Saharan Africa;6845
Asia;7314
Europe;3945
Australia and Oceania;6432
Sub-Saharan Africa;6498
Europe;2897
Middle East and North Africa;6416
Middle East and North Africa;4873
Europe;8115
Central America and the Caribbean;3023
Asia;8509
Sub-Saharan Africa;513
Middle East and North Africa;7011
Sub-Saharan Africa;3006
Middle East and North Africa;5535
Asia;8666
Europe;8496
Europe;8157
Asia;2808
Europe;4643
Sub-Saharan Africa;7885
Sub-Saharan Africa;3789
Australia and Oceania;5640
Central America and the Caribbean;3758
Middle East and North Africa;489
Central America and the Caribbean;5214
Europe;9344
Central America and the Caribbean;1322
Europe;1621
Asia;7745
Sub-Saharan Africa;9232
Asia;2648
Sub-Saharan Africa;6593
Central America and the Caribbean;6695
Europe;617
Europe;3050
Central America and the Caribbean;718
Central America and the Caribbean;7376
Sub-Saharan Africa;8810
Sub-Saharan Africa;7838
Europe;9308
Central America and the Caribbean;5100
Europe;9125
Sub-Saharan Africa;2326
Central America and the Caribbean;7676
Sub-Saharan Africa;5180
Europe;6874
Asia;1826
Europe;1134
Sub-Saharan Africa;2929
Europe;7370
North America;1651
Europe;4996
Asia;3658
Sub-Saharan Africa;5925
Sub-Saharan Africa;7114
Asia;4572
Sub-Saharan Africa;2681
Asia;7851
Europe;3525
Central America and the Caribbean;5177
Europe;5310
Europe;8462
Sub-Saharan Africa;6200
Central America and the Caribbean;2121
Europe;6858
Middle East and North Africa;3069
Asia;448
Europe;719
Asia;2636
Asia;6985
Sub-Saharan Africa;1584
Middle East and North Africa;6282
Sub-Saharan Africa;7958
Europe;5523
Europe;4920
Sub-Saharan Africa;4123
Europe;8136
Europe;3995
Middle East and North Africa;5768
Middle East and North Africa;9554
Sub-Saharan Africa;8482
Sub-Saharan Africa;7713
Sub-Saharan Africa;9441
Asia;7888
Central America and the Caribbean;4309
North America;1991
Europe;1251
Sub-Saharan Africa;4437
Middle East and North Africa;930
Europe;2140
Central America and the Caribbean;6510
Central America and the Caribbean;4514
Australia and Oceania;3656
Sub-Saharan Africa;3473
Central America and the Caribbean;532
Middle East and North Africa;3431
Europe;7801
Sub-Saharan Africa;1303
Australia and Oceania;8628
Sub-Saharan Africa;6502
Sub-Saharan Africa;8677
Middle East and North Africa;942
Australia and Oceania;6112
Sub-Saharan Africa;9037
Europe;1597
Middle East and North Africa;7702
Asia;8296
Central America and the Caribbean;6351
Asia;1872
Middle East and North Africa;6897
Sub-Saharan Africa;491
Central America and the Caribbean;3754
Sub-Saharan Africa;4816
Sub-Saharan Africa;3838
Europe;8011
Europe;6561
Europe;5741
Asia;3838
Europe;6169
Middle East and North Africa;83
Sub-Saharan Africa;9959
Central America and the Caribbean;2210
Australia and Oceania;276
Europe;9633
Sub-Saharan Africa;2784
Sub-Saharan Africa;4266
Sub-Saharan Africa;5646
North America;523
Central America and the Caribbean;9526
Middle East and North Africa;5318
Asia;7590
Australia and Oceania;8066
Central America and the Caribbean;5500
Asia;679
Europe;1421
Asia;7574
Europe;6017
Sub-Saharan Africa;5663
Asia;2452
Middle East and North Africa;4360
Asia;6390
Sub-Saharan Africa;5580
Central America and the Caribbean;5995
Sub-Saharan Africa;3736
Europe;1932
Europe;5743
Middle East and North Africa;7363
Europe;1015
Europe;7954
Middle East and North Africa;1466
Europe;1869
Europe;1510
Sub-Saharan Africa;9770
Central America and the Caribbean;8061
Central America and the Caribbean;4824
Australia and Oceania;532
Sub-Saharan Africa;2692
Sub-Saharan Africa;839
Middle East and North Africa;1541
Central America and the Caribbean;3395
Asia;2033
Europe;5114
Central America and the Caribbean;7332
Sub-Saharan Africa;5411
Sub-Saharan Africa;3104
Central America and the Caribbean;6198
Middle East and North Africa;7511
Asia;1892
Europe;1219
Asia;9404
Europe;7390
Central America and the Caribbean;8150
Europe;1690
Asia;44
Central America and the Caribbean;2281
Sub-Saharan Africa;9499
Australia and Oceania;9829
Australia and Oceania;3430
Europe;7497
Europe;1251
Sub-Saharan Africa;949
Middle East and North Africa;4876
Sub-Saharan Africa;8349
Europe;8718
Asia;363
Middle East and North Africa;9693
Europe;152
Middle East and North Africa;7213
Europe;3382
Europe;3194
Sub-Saharan Africa;8217
North America;2049
Sub-Saharan Africa;5320
Middle East and North Africa;692
Europe;7856
Central America and the Caribbean;8537
Middle East and North Africa;1489
Asia;7499
Middle East and North Africa;4383
Sub-Saharan Africa;1991
Sub-Saharan Africa;7202
Middle East and North Africa;8927
Australia and Oceania;3109
Sub-Saharan Africa;7722
Sub-Saharan Africa;7770
Asia;289
Australia and Oceania;9348
Central America and the Caribbean;1044
Sub-Saharan Africa;8507
Middle East and North Africa;6899
Central America and the Caribbean;8411
Sub-Saharan Africa;7268
Europe;4725
Australia and Oceania;4067
Europe;5612
Australia and Oceania;1708
North America;1736
Sub-Saharan Africa;7106
Sub-Saharan Africa;6262
Europe;9676
Australia and Oceania;4853
Australia and Oceania;1330
Sub-Saharan Africa;5674
Middle East and North Africa;6484
Australia and Oceania;9389
Australia and Oceania;2051
Europe;9161
Asia;7445
Australia and Oceania;656
Middle East and North Africa;4580
Europe;2036
Europe;7871
Europe;3966
Asia;4231
Sub-Saharan Africa;9610
Sub-Saharan Africa;3075
Central America and the Caribbean;4632
Australia and Oceania;6316
Europe;7196
Middle East and North Africa;8369
Asia;7966
Europe;6148
Middle East and North Africa;107
Europe;9066
Middle East and North Africa;9282
Europe;9039
Europe;3655
Europe;479
Europe;3891
Australia and Oceania;301
Asia;3153
Asia;7919
Sub-Saharan Africa;7106
Asia;5248
Asia;3913
Central America and the Caribbean;6700
Europe;4239
Europe;9191
North America;1248
Europe;2134
Australia and Oceania;603
Asia;7443
Australia and Oceania;470
Sub-Saharan Africa;9532
Europe;1511
Central America and the Caribbean;5316
Sub-Saharan Africa;6891
Europe;4209
Sub-Saharan Africa;2275
Europe;8124
Europe;5825
Europe;1476
North America;8207
Asia;1179
Asia;2584
Europe;6646
Europe;4620
Sub-Saharan Africa;9792
Europe;2480
Sub-Saharan Africa;5031
Europe;6827
Australia and Oceania;9277
Sub-Saharan Africa;825
Sub-Saharan Africa;1944
Asia;139
Asia;4946
Europe;2933
Sub-Saharan Africa;2697
Sub-Saharan Africa;9870
Central America and the Caribbean;2112
Asia;4115
Europe;2604
Middle East and North Africa;1332
Sub-Saharan Africa;6087
Sub-Saharan Africa;9685
Australia and Oceania;6975
Europe;9838
Asia;2183
Asia;4954
Sub-Saharan Africa;1125
Australia and Oceania;699
Sub-Saharan Africa;5714
Europe;5236
Central America and the Caribbean;364
Europe;9229
Sub-Saharan Africa;1991
Europe;5842
Europe;7
Sub-Saharan Africa;740
Sub-Saharan Africa;6327
Sub-Saharan Africa;2085
Sub-Saharan Africa;5365
Central America and the Caribbean;544
Sub-Saharan Africa;4034
Sub-Saharan Africa;9279
Asia;1750
Europe;3954
Sub-Saharan Africa;426
Middle East and North Africa;2734
Sub-Saharan Africa;4476
Sub-Saharan Africa;6283
Europe;814
Sub-Saharan Africa;7764
Middle East and North Africa;8855
Sub-Saharan Africa;2842
Middle East and North Africa;512
Sub-Saharan Africa;9681
Sub-Saharan Africa;199
Sub-Saharan Africa;8945
Middle East and North Africa;4831
Sub-Saharan Africa;3798
Asia;3821
Central America and the Caribbean;9904
Asia;9084
Sub-Saharan Africa;5428
Europe;5034
Middle East and North Africa;1032
Asia;8584
Sub-Saharan Africa;9881
Asia;9149
Europe;7640
Sub-Saharan Africa;8642
Central America and the Caribbean;2473
Europe;1479
Middle East and North Africa;5042
Europe;4573
Australia and Oceania;8513
Middle East and North Africa;7338
Middle East and North Africa;8550
Europe;1687
Europe;3316
Europe;2036
Sub-Saharan Africa;3476
Middle East and North Africa;5298
Sub-Saharan Africa;2194
Sub-Saharan Africa;888
Europe;5134
Europe;718
Middle East and North Africa;459
North America;9204
Central America and the Caribbean;8834
Asia;3260
Central America and the Caribbean;3424
Asia;2299
Europe;9891
Sub-Saharan Africa;8236
Europe;6401
Australia and Oceania;5484
Europe;3616
Middle East and North Africa;958
Europe;4702
Europe;4072
Middle East and North Africa;5322
Middle East and North Africa;6740
Central America and the Caribbean;3641
Asia;3375
Australia and Oceania;322
Central America and the Caribbean;893
Europe;8529
Asia;8706
Middle East and North Africa;3927
Central America and the Caribbean;8730
Central America and the Caribbean;4680
Australia and Oceania;5377
Middle East and North Africa;1451
Sub-Saharan Africa;5563
Middle East and North Africa;7405
Asia;8702
North America;8206
Europe;6706
Sub-Saharan Africa;2018
Australia and Oceania;3991
Europe;9505
Sub-Saharan Africa;7470
Sub-Saharan Africa;3830
Sub-Saharan Africa;6558
North America;659
Central America and the Caribbean;3169
Europe;8155
Europe;1716
Asia;6982
Asia;9114
Europe;304
Sub-Saharan Africa;4776
Europe;3786
Central America and the Caribbean;618
Sub-Saharan Africa;5591
Europe;1052
Asia;6383
Sub-Saharan Africa;2994
Middle East and North Africa;9327
Sub-Saharan Africa;5856
Europe;86
Sub-Saharan Africa;1553
Asia;6825
Middle East and North Africa;4500
Sub-Saharan Africa;208
Asia;1610
Sub-Saharan Africa;3398
Middle East and North Africa;2297
Sub-Saharan Africa;2060
Asia;8475
Central America and the Caribbean;4358
Middle East and North Africa;4559
Sub-Saharan Africa;956
Middle East and North Africa;7462
Asia;5018
Europe;6599
Sub-Saharan Africa;2208
Asia;3883
Central America and the Caribbean;690
Europe;3729
Sub-Saharan Africa;1129
Sub-Saharan Africa;3051
Europe;6687
Sub-Saharan Africa;1262
Sub-Saharan Africa;3030
Sub-Saharan Africa;277
Europe;8321
Europe;4511
Europe;3225
North America;876
Europe;905
Asia;8787
Australia and Oceania;7026
Europe;158
Sub-Saharan Africa;9751
Middle East and North Africa;9404
Sub-Saharan Africa;9745
Asia;3437
Central America and the Caribbean;172
Asia;1673
Europe;6695
Central America and the Caribbean;6025
Sub-Saharan Africa;7480
Asia;908
Middle East and North Africa;3189
Europe;3235
Sub-Saharan Africa;6987
Sub-Saharan Africa;2420
Central America and the Caribbean;4539
Middle East and North Africa;379
Asia;4007
Europe;1523
Sub-Saharan Africa;6057
Asia;2769
Australia and Oceania;3852
Europe;3529
Central America and the Caribbean;3056
Central America and the Caribbean;5718
Asia;1834
Middle East and North Africa;3750
Asia;849
Asia;4539
Central America and the Caribbean;3265
Europe;7499
Sub-Saharan Africa;4747
Asia;4544
Australia and Oceania;3459
Australia and Oceania;89
Asia;64
Sub-Saharan Africa;1046
Sub-Saharan Africa;7727
Sub-Saharan Africa;6831
Europe;2112
Sub-Saharan Africa;9357
Asia;1383
Sub-Saharan Africa;3038
Australia and Oceania;6203
Europe;4789
Sub-Saharan Africa;9738
Sub-Saharan Africa;4023
Europe;7651
Middle East and North Africa;2655
Sub-Saharan Africa;8105
Asia;5099
Middle East and North Africa;1766
Europe;8268
Sub-Saharan Africa;1798
Sub-Saharan Africa;1577
North America;3863
Middle East and North Africa;6940
Asia;6127
Sub-Saharan Africa;8771
Australia and Oceania;9253
Europe;3984
Asia;6406
Middle East and North Africa;1993
Sub-Saharan Africa;3249
Europe;4712
Europe;7947
North America;6555
Europe;1164
Europe;4436
Asia;6063
Asia;7770
Europe;8310
Sub-Saharan Africa;8469
Sub-Saharan Africa;6067
Europe;950
Australia and Oceania;9999
Middle East and North Africa;2124
Sub-Saharan Africa;3269
Central America and the Caribbean;1408
Central America and the Caribbean;1543
Sub-Saharan Africa;713
Sub-Saharan Africa;2985
Europe;4456
Sub-Saharan Africa;8257
Middle East and North Africa;9549
Sub-Saharan Africa;524
Middle East and North Africa;5407
Sub-Saharan Africa;5451
Sub-Saharan Africa;3944
Europe;1202
Middle East and North Africa;9573
Asia;8439
Central America and the Caribbean;9210
Australia and Oceania;328
Australia and Oceania;2268
Asia;2533
Europe;660
Australia and Oceania;3217
Sub-Saharan Africa;8802
Middle East and North Africa;3045
Sub-Saharan Africa;3607
Sub-Saharan Africa;5181
Middle East and North Africa;4490
Sub-Saharan Africa;5288
Sub-Saharan Africa;3363
Sub-Saharan Africa;1532
Central America and the Caribbean;4642
Middle East and North Africa;4575
Sub-Saharan Africa;5241
Europe;7582
Middle East and North Africa;4573
Asia;6218
Europe;4553
Australia and Oceania;8645
Central America and the Caribbean;9594
Central America and the Caribbean;5529
Australia and Oceania;6611
Asia;33
Middle East and North Africa;5018
Europe;7821
Sub-Saharan Africa;6728
Sub-Saharan Africa;7057
Europe;6157
Europe;8406
North America;217
Asia;5032
Europe;8324
Central America and the Caribbean;2598
Europe;2390
Sub-Saharan Africa;9268
Sub-Saharan Africa;6831
Middle East and North Africa;5708
Sub-Saharan Africa;8560
Central America and the Caribbean;5080
Middle East and North Africa;6991
Europe;3049
Middle East and North Africa;4039
Sub-Saharan Africa;7778
Central America and the Caribbean;4116
Sub-Saharan Africa;9933
Asia;4139
Asia;2677
Central America and the Caribbean;3520
Sub-Saharan Africa;1673
Central America and the Caribbean;4173
Europe;5087
Central America and the Caribbean;513
Sub-Saharan Africa;3582
Europe;9454
Central America and the Caribbean;322
Asia;410
Asia;972
Sub-Saharan Africa;5294
Sub-Saharan Africa;3694
Middle East and North Africa;8521
Middle East and North Africa;9155
Middle East and North Africa;7006
Europe;517
Sub-Saharan Africa;161
Europe;3444
Asia;9901
Australia and Oceania;6101
Sub-Saharan Africa;641
Europe;9151
Sub-Saharan Africa;9294
Sub-Saharan Africa;5760
Sub-Saharan Africa;5274
Europe;1590
Central America and the Caribbean;495
Europe;4806
Europe;9372
Central America and the Caribbean;6072
Asia;8818
Asia;8552
