Region;Units Sold
Asia;951
Central America and the Caribbean;3160
Middle East and North Africa;4417
Australia and Oceania;4884
Middle East and North Africa;1753
Europe;4248
Middle East and North Africa;8623
Middle East and North Africa;3165
Central America and the Caribbean;3192
Middle East and North Africa;6051
Middle East and North Africa;6123
Sub-Saharan Africa;9818
Sub-Saharan Africa;580
Europe;3882
Central America and the Caribbean;2228
Middle East and North Africa;155
Asia;9231
Central America and the Caribbean;3053
Australia and Oceania;2252
Europe;9489
Asia;4456
Asia;8877
Europe;1507
Europe;3132
Sub-Saharan Africa;1569
Asia;6667
Sub-Saharan Africa;5306
Asia;6396
Asia;5881
Europe;1734
Australia and Oceania;8960
Asia;4595
Australia and Oceania;2706
Australia and Oceania;9392
Sub-Saharan Africa;7783
Sub-Saharan Africa;3040
Asia;7355
Central America and the Caribbean;4952
Europe;7086
Central America and the Caribbean;7044
Sub-Saharan Africa;5141
Europe;3728
Europe;2184
Australia and Oceania;1919
Central America and the Caribbean;1377
Asia;1032
Sub-Saharan Africa;8387
Middle East and North Africa;2979
Sub-Saharan Africa;1376
Sub-Saharan Africa;2176
Central America and the Caribbean;1008
Sub-Saharan Africa;5535
Central America and the Caribbean;449
Asia;2472
Sub-Saharan Africa;5361
Asia;4901
Sub-Saharan Africa;3909
Europe;7235
Australia and Oceania;6757
Europe;6388
Europe;7069
Sub-Saharan Africa;1775
Europe;509
Europe;5309
Middle East and North Africa;5241
Asia;1405
Europe;1930
Europe;6977
Europe;3738
Central America and the Caribbean;1438
Sub-Saharan Africa;6331
Sub-Saharan Africa;6703
Europe;7872
North America;7186
Central America and the Caribbean;9026
Sub-Saharan Africa;9802
Central America and the Caribbean;2956
Europe;3963
Europe;5327
Asia;1584
Europe;4302
Sub-Saharan Africa;7079
Europe;546
Sub-Saharan Africa;7363
Europe;7223
Australia and Oceania;1849
Europe;9996
Central America and the Caribbean;2451
Sub-Saharan Africa;7031
Middle East and North Africa;3584
Europe;8990
Sub-Saharan Africa;2161
Asia;9038
Asia;7596
Asia;2840
Sub-Saharan Africa;1804
Central America and the Caribbean;8558
Asia;9199
Central America and the Caribbean;6858
Sub-Saharan Africa;6695
Sub-Saharan Africa;903
Europe;3705
Europe;6357
Central America and the Caribbean;2144
Asia;1384
Europe;6426
Middle East and North Africa;6649
Europe;3465
Sub-Saharan Africa;5316
Sub-Saharan Africa;2675
Middle East and North Africa;3048
Central America and the Caribbean;5970
Central America and the Caribbean;8009
Central America and the Caribbean;7764
Sub-Saharan Africa;865
Central America and the Caribbean;4972
North America;4778
Central America and the Caribbean;7006
Middle East and North Africa;5413
Sub-Saharan Africa;5782
Middle East and North Africa;933
Australia and Oceania;5714
Middle East and North Africa;2004
Sub-Saharan Africa;3715
Asia;1789
Middle East and North Africa;9199
Sub-Saharan Africa;5951
Sub-Saharan Africa;4081
Europe;2656
Sub-Saharan Africa;2775
Sub-Saharan Africa;2567
Asia;2194
Central America and the Caribbean;8848
Sub-Saharan Africa;1753
Europe;7164
Middle East and North Africa;3366
Asia;5678
Australia and Oceania;1447
Asia;5054
Sub-Saharan Africa;2910
Europe;8457
Central America and the Caribbean;7169
Middle East and North Africa;1550
Australia and Oceania;6137
Sub-Saharan Africa;2498
Middle East and North Africa;4231
Middle East and North Africa;1965
Middle East and North Africa;8362
Sub-Saharan Africa;3114
Australia and Oceania;7945
Europe;1610
Sub-Saharan Africa;4895
Sub-Saharan Africa;5617
Europe;3625
Middle East and North Africa;5799
Europe;1050
Middle East and North Africa;5320
Asia;6583
Asia;9844
Europe;2139
Europe;7535
Asia;2132
Europe;9058
Australia and Oceania;3475
Central America and the Caribbean;7575
Asia;5583
Sub-Saharan Africa;8752
Sub-Saharan Africa;369
Europe;752
Europe;2249
Europe;4240
Sub-Saharan Africa;8136
Middle East and North Africa;2379
Europe;7443
Europe;834
Asia;2086
Europe;7768
Europe;6478
Sub-Saharan Africa;3846
Europe;7533
North America;2232
Asia;4665
Sub-Saharan Africa;8589
Sub-Saharan Africa;9789
Sub-Saharan Africa;1083
Sub-Saharan Africa;7318
Europe;376
Asia;4167
Central America and the Caribbean;9633
Central America and the Caribbean;9749
North America;4518
Sub-Saharan Africa;5978
North America;3196
Europe;7270
Europe;6330
Sub-Saharan Africa;537
Sub-Saharan Africa;7083
Asia;5193
Middle East and North Africa;1122
Sub-Saharan Africa;3154
Australia and Oceania;6608
Europe;8833
Sub-Saharan Africa;4207
Sub-Saharan Africa;9143
Europe;7083
Sub-Saharan Africa;3499
Asia;899
Sub-Saharan Africa;3816
Europe;3819
Central America and the Caribbean;4507
Sub-Saharan Africa;6508
Central America and the Caribbean;2486
Europe;2131
Asia;7167
Europe;6349
Middle East and North Africa;464
Australia and Oceania;7329
Sub-Saharan Africa;6792
Asia;5734
Europe;3065
Europe;4727
Australia and Oceania;8695
Middle East and North Africa;9974
Asia;5599
Asia;9638
Middle East and North Africa;8189
Europe;4383
Middle East and North Africa;3380
Europe;7373
Sub-Saharan Africa;585
Asia;4272
Sub-Saharan Africa;1720
Sub-Saharan Africa;3245
Europe;1197
Europe;4956
Europe;5931
Sub-Saharan Africa;2567
Asia;5337
Australia and Oceania;1745
North America;1327
Europe;652
Europe;8317
Asia;9952
Europe;3219
Central America and the Caribbean;2811
Sub-Saharan Africa;5449
Middle East and North Africa;4891
Central America and the Caribbean;6921
Europe;4357
Europe;2048
Sub-Saharan Africa;1873
Europe;7744
Europe;603
Asia;3423
Middle East and North Africa;6211
Asia;1001
Sub-Saharan Africa;6861
Australia and Oceania;4890
Sub-Saharan Africa;3217
Europe;2004
Middle East and North Africa;8444
Europe;1759
Asia;8204
Europe;6067
Sub-Saharan Africa;664
Asia;9343
Europe;6485
Sub-Saharan Africa;8501
Europe;8833
Asia;2955
Asia;3372
Australia and Oceania;4620
Sub-Saharan Africa;8265
Australia and Oceania;7908
Central America and the Caribbean;4177
Asia;9734
Asia;4272
Middle East and North Africa;9513
Europe;4213
Sub-Saharan Africa;9158
Middle East and North Africa;2166
Asia;3084
Sub-Saharan Africa;8793
Middle East and North Africa;8204
Central America and the Caribbean;7259
Asia;3933
Europe;3229
Australia and Oceania;2184
Sub-Saharan Africa;4865
Europe;7371
Europe;2833
Europe;6410
Middle East and North Africa;296
Sub-Saharan Africa;8713
Europe;2918
Australia and Oceania;6195
Middle East and North Africa;8863
Europe;3270
North America;8796
Asia;6852
Middle East and North Africa;5881
Sub-Saharan Africa;6355
Europe;5781
Asia;3693
Central America and the Caribbean;6660
Europe;3280
Europe;9184
Europe;2031
Sub-Saharan Africa;6515
Europe;9358
Sub-Saharan Africa;4317
Europe;7177
Asia;756
Europe;9902
Middle East and North Africa;6495
Sub-Saharan Africa;4446
Asia;4697
Sub-Saharan Africa;223
Australia and Oceania;1028
Europe;9148
Asia;3651
Sub-Saharan Africa;5635
Europe;3230
Middle East and North Africa;6597
Central America and the Caribbean;2929
Australia and Oceania;1449
Australia and Oceania;8412
Middle East and North Africa;2105
Sub-Saharan Africa;7844
Sub-Saharan Africa;2979
Asia;1888
Asia;984
Europe;3709
Europe;5536
Asia;8970
Asia;8548
Europe;5836
Europe;4434
Europe;4971
Central America and the Caribbean;108
Sub-Saharan Africa;9538
Europe;4985
Central America and the Caribbean;5203
Middle East and North Africa;978
Europe;128
Europe;2501
Sub-Saharan Africa;4977
Asia;6469
Sub-Saharan Africa;2916
Asia;2295
Sub-Saharan Africa;9608
Sub-Saharan Africa;1893
Sub-Saharan Africa;3217
Sub-Saharan Africa;9679
Central America and the Caribbean;4408
Sub-Saharan Africa;2565
Middle East and North Africa;6343
Sub-Saharan Africa;9966
Sub-Saharan Africa;4688
Middle East and North Africa;3796
Sub-Saharan Africa;7606
Central America and the Caribbean;8468
Sub-Saharan Africa;5762
Sub-Saharan Africa;898
Sub-Saharan Africa;2319
Sub-Saharan Africa;499
Australia and Oceania;2942
Sub-Saharan Africa;9184
Sub-Saharan Africa;5794
Europe;1369
Sub-Saharan Africa;1540
Europe;3967
Australia and Oceania;3343
Asia;6392
North America;6869
North America;559
Sub-Saharan Africa;280
Europe;881
Sub-Saharan Africa;4242
Middle East and North Africa;4273
Australia and Oceania;1917
Europe;148
Sub-Saharan Africa;8970
Sub-Saharan Africa;420
North America;3566
Europe;9505
Australia and Oceania;6367
Asia;4314
Asia;539
Europe;4264
Sub-Saharan Africa;1745
Asia;1268
Sub-Saharan Africa;8150
Europe;9739
Sub-Saharan Africa;417
Europe;6593
Europe;1710
Sub-Saharan Africa;1242
Asia;7694
Middle East and North Africa;5602
Middle East and North Africa;6533
Asia;4085
Europe;8890
Middle East and North Africa;3607
Europe;7930
Central America and the Caribbean;3581
Sub-Saharan Africa;9317
Sub-Saharan Africa;5922
Sub-Saharan Africa;1214
Sub-Saharan Africa;5043
Sub-Saharan Africa;4287
Asia;7858
Europe;1698
Middle East and North Africa;3782
Asia;9113
Sub-Saharan Africa;4728
Central America and the Caribbean;4695
Asia;5111
Sub-Saharan Africa;9108
Asia;1845
Middle East and North Africa;5516
Sub-Saharan Africa;4344
Middle East and North Africa;9583
Central America and the Caribbean;4521
Europe;9474
Sub-Saharan Africa;6791
Asia;5852
North America;8069
Europe;1882
Central America and the Caribbean;7767
Central America and the Caribbean;3228
Europe;7800
Sub-Saharan Africa;8052
Europe;2583
Middle East and North Africa;7021
Sub-Saharan Africa;9028
Middle East and North Africa;3297
Australia and Oceania;6551
Middle East and North Africa;2545
Central America and the Caribbean;7066
Sub-Saharan Africa;2929
Europe;4985
Europe;5113
Sub-Saharan Africa;7225
Sub-Saharan Africa;2261
Australia and Oceania;3197
Central America and the Caribbean;37
Europe;4818
Asia;6605
Europe;6499
Sub-Saharan Africa;2630
Australia and Oceania;5157
Central America and the Caribbean;1274
Australia and Oceania;204
Sub-Saharan Africa;8203
Sub-Saharan Africa;3556
Australia and Oceania;1580
Asia;9625
Central America and the Caribbean;2070
Central America and the Caribbean;5326
Central America and the Caribbean;2836
Middle East and North Africa;73
Middle East and North Africa;9542
Europe;5780
Sub-Saharan Africa;354
Sub-Saharan Africa;6861
Middle East and North Africa;5934
Sub-Saharan Africa;231
Middle East and North Africa;9446
Australia and Oceania;5303
Asia;6556
Europe;3991
Asia;5426
Europe;709
Australia and Oceania;6721
Asia;2372
Sub-Saharan Africa;3605
Europe;8394
Europe;1743
Sub-Saharan Africa;688
Central America and the Caribbean;9297
Europe;3669
Australia and Oceania;6933
Europe;4250
Middle East and North Africa;7814
Sub-Saharan Africa;1846
Sub-Saharan Africa;7604
Australia and Oceania;8372
Australia and Oceania;4467
Middle East and North Africa;8239
Europe;9068
Europe;8364
Asia;4571
Central America and the Caribbean;8160
Middle East and North Africa;6638
Middle East and North Africa;9541
Middle East and North Africa;3436
Sub-Saharan Africa;6921
Central America and the Caribbean;5627
Sub-Saharan Africa;7215
North America;6376
Sub-Saharan Africa;9835
Asia;1347
Sub-Saharan Africa;6697
Central America and the Caribbean;8704
Europe;2215
Sub-Saharan Africa;9110
Europe;3302
Sub-Saharan Africa;5731
Sub-Saharan Africa;9372
Central America and the Caribbean;4229
Sub-Saharan Africa;2340
North America;2770
Europe;6619
Europe;2017
Sub-Saharan Africa;9125
Middle East and North Africa;5134
Central America and the Caribbean;9270
Australia and Oceania;7786
Sub-Saharan Africa;8969
Asia;8136
Australia and Oceania;2635
Europe;6848
Sub-Saharan Africa;7184
Sub-Saharan Africa;7087
Sub-Saharan Africa;2029
Europe;4516
Sub-Saharan Africa;9084
Sub-Saharan Africa;7300
Europe;2763
Europe;6102
Central America and the Caribbean;9980
Asia;4088
Europe;149
Europe;6920
Australia and Oceania;5185
Europe;2763
Australia and Oceania;9501
Asia;2281
Middle East and North Africa;12
Middle East and North Africa;8638
Sub-Saharan Africa;6131
Sub-Saharan Africa;7497
Sub-Saharan Africa;9773
Sub-Saharan Africa;7025
Australia and Oceania;5351
Middle East and North Africa;7883
Asia;9780
Europe;3236
Asia;2474
Europe;8749
Europe;5347
Central America and the Caribbean;2585
Europe;2813
Sub-Saharan Africa;5409
Middle East and North Africa;1785
Sub-Saharan Africa;384
Central America and the Caribbean;1679
Australia and Oceania;3174
Asia;4407
Europe;1945
Sub-Saharan Africa;4385
Middle East and North Africa;7359
Asia;8526
Australia and Oceania;2580
Sub-Saharan Africa;6244
Australia and Oceania;3274
Australia and Oceania;9454
Central America and the Caribbean;7603
Europe;2569
Central America and the Caribbean;6232
Australia and Oceania;2504
Sub-Saharan Africa;2325
Europe;8672
North America;1547
Europe;2987
Asia;2060
Europe;9864
Middle East and North Africa;4530
Sub-Saharan Africa;6217
Sub-Saharan Africa;2119
Europe;1460
Asia;494
Sub-Saharan Africa;7506
Europe;7816
Sub-Saharan Africa;8771
Europe;4751
Europe;2167
Asia;4462
Europe;7110
Sub-Saharan Africa;2614
Asia;5512
Central America and the Caribbean;7371
Middle East and North Africa;1789
Europe;9396
Europe;2854
Asia;1854
Sub-Saharan Africa;8121
Sub-Saharan Africa;409
Sub-Saharan Africa;9504
Australia and Oceania;3224
Central America and the Caribbean;1418
Europe;965
Europe;776
Sub-Saharan Africa;6795
Asia;6993
Europe;6377
Sub-Saharan Africa;1983
Sub-Saharan Africa;7877
Europe;159
North America;1958
Central America and the Caribbean;8435
North America;1784
Europe;6227
Asia;3019
Sub-Saharan Africa;5447
Europe;3828
Sub-Saharan Africa;511
Europe;4874
Middle East and North Africa;8331
Sub-Saharan Africa;9322
Sub-Saharan Africa;8322
Sub-Saharan Africa;2835
Sub-Saharan Africa;2398
Sub-Saharan Africa;3578
Middle East and North Africa;4974
Sub-Saharan Africa;2215
Europe;2962
Europe;1909
Sub-Saharan Africa;5778
Sub-Saharan Africa;8325
Middle East and North Africa;5336
Central America and the Caribbean;9627
Central America and the Caribbean;6048
Europe;6479
Central America and the Caribbean;4830
Australia and Oceania;2045
Europe;1096
Central America and the Caribbean;1989
Asia;6759
Sub-Saharan Africa;4475
Europe;6234
Asia;167
Asia;6435
North America;2230
Asia;6775
Middle East and North Africa;6326
Sub-Saharan Africa;9169
Central America and the Caribbean;622
Sub-Saharan Africa;8031
Europe;5779
Sub-Saharan Africa;276
Europe;4963
Australia and Oceania;5316
Asia;3838
Europe;5066
Europe;567
Australia and Oceania;3940
Europe;5815
Middle East and North Africa;8853
Asia;2745
Europe;9217
Middle East and North Africa;7023
Europe;6948
Europe;6811
Europe;6460
Central America and the Caribbean;2774
Central America and the Caribbean;4666
Europe;8077
Europe;980
Asia;8382
Asia;7317
Australia and Oceania;1854
Asia;8091
Australia and Oceania;9158
Middle East and North Africa;216
Sub-Saharan Africa;3457
Central America and the Caribbean;3105
Sub-Saharan Africa;415
Europe;8673
Middle East and North Africa;8196
Europe;1334
Sub-Saharan Africa;7465
Middle East and North Africa;8001
Central America and the Caribbean;1385
Sub-Saharan Africa;8090
Central America and the Caribbean;5621
Sub-Saharan Africa;3514
Europe;8337
Central America and the Caribbean;8687
Europe;196
Sub-Saharan Africa;524
Sub-Saharan Africa;4363
Sub-Saharan Africa;8437
Sub-Saharan Africa;6502
Central America and the Caribbean;4342
Sub-Saharan Africa;4776
Sub-Saharan Africa;2653
Asia;9851
Europe;282
Asia;4890
Europe;6646
Sub-Saharan Africa;5556
Sub-Saharan Africa;3657
Europe;15
Europe;5729
Asia;8930
Middle East and North Africa;9777
Europe;5465
Sub-Saharan Africa;5215
Europe;5284
Sub-Saharan Africa;3957
Australia and Oceania;6552
Sub-Saharan Africa;417
Europe;9932
Europe;1509
Sub-Saharan Africa;8589
Central America and the Caribbean;6646
Europe;8186
Australia and Oceania;7744
Europe;6888
Sub-Saharan Africa;9216
Sub-Saharan Africa;5359
Middle East and North Africa;7976
Asia;6762
Sub-Saharan Africa;3439
Sub-Saharan Africa;6762
Europe;7518
Asia;3523
Asia;4627
Sub-Saharan Africa;7709
Australia and Oceania;1680
Asia;2484
Sub-Saharan Africa;8092
Sub-Saharan Africa;3512
Europe;5777
Middle East and North Africa;8957
Sub-Saharan Africa;9149
Europe;9483
Sub-Saharan Africa;5121
Asia;8254
Sub-Saharan Africa;3107
Europe;935
Asia;5023
Asia;5689
Sub-Saharan Africa;5282
Europe;3181
Middle East and North Africa;797
Europe;6574
Asia;984
Europe;1532
Sub-Saharan Africa;7755
Sub-Saharan Africa;6220
Australia and Oceania;5526
Middle East and North Africa;1302
Europe;1210
Europe;9942
Sub-Saharan Africa;4221
Sub-Saharan Africa;7803
Australia and Oceania;6474
Sub-Saharan Africa;3051
Asia;2382
Australia and Oceania;6348
Middle East and North Africa;8859
Europe;859
Europe;5320
Sub-Saharan Africa;2248
Central America and the Caribbean;3679
Middle East and North Africa;8680
Sub-Saharan Africa;8349
Asia;817
Europe;6245
Middle East and North Africa;1825
Sub-Saharan Africa;6781
Sub-Saharan Africa;7367
Asia;1870
Europe;5607
Sub-Saharan Africa;5928
Central America and the Caribbean;7210
Australia and Oceania;5867
Europe;5340
Europe;1102
Sub-Saharan Africa;5660
Europe;3548
Europe;6334
Sub-Saharan Africa;7617
Australia and Oceania;8027
Middle East and North Africa;225
Middle East and North Africa;3903
North America;785
Europe;9626
Europe;1212
Sub-Saharan Africa;3360
Australia and Oceania;5919
Europe;5768
Europe;1820
Sub-Saharan Africa;16
Europe;8330
Europe;1766
Central America and the Caribbean;7362
North America;9184
Europe;3331
Australia and Oceania;2933
Central America and the Caribbean;3151
Europe;6177
Europe;6235
Europe;4580
Sub-Saharan Africa;4499
Australia and Oceania;6307
Europe;2355
Asia;2021
Europe;6718
Europe;4887
Europe;7002
Europe;568
Australia and Oceania;5121
Europe;7229
Europe;5490
Australia and Oceania;5534
Sub-Saharan Africa;5021
Asia;8646
Asia;3130
Australia and Oceania;2230
Europe;1731
Asia;4450
Europe;5236
Sub-Saharan Africa;5970
Asia;561
North America;9954
Europe;7120
Asia;2065
Europe;6826
Asia;470
Australia and Oceania;4094
Asia;5830
Central America and the Caribbean;5838
Asia;1310
Central America and the Caribbean;1471
Middle East and North Africa;2575
Middle East and North Africa;2908
Sub-Saharan Africa;7788
Australia and Oceania;4563
Sub-Saharan Africa;7613
Central America and the Caribbean;3350
Sub-Saharan Africa;5216
Middle East and North Africa;8683
Europe;6258
Asia;2476
Central America and the Caribbean;8905
Sub-Saharan Africa;9144
Europe;3821
Middle East and North Africa;5599
Europe;4170
Middle East and North Africa;1257
Australia and Oceania;5615
Europe;8031
Europe;6321
Sub-Saharan Africa;335
Sub-Saharan Africa;6953
Sub-Saharan Africa;5084
Central America and the Caribbean;673
Asia;1692
Middle East and North Africa;3146
Australia and Oceania;2072
Sub-Saharan Africa;2536
Middle East and North Africa;638
Europe;9508
Europe;4306
Sub-Saharan Africa;7225
Sub-Saharan Africa;2488
Middle East and North Africa;1351
Europe;7099
Australia and Oceania;50
Middle East and North Africa;2553
Sub-Saharan Africa;3987
Central America and the Caribbean;5764
Central America and the Caribbean;6325
Sub-Saharan Africa;6146
Europe;2729
Asia;5612
Asia;1363
Australia and Oceania;8579
Sub-Saharan Africa;2890
Europe;1958
Sub-Saharan Africa;475
Middle East and North Africa;5164
Middle East and North Africa;9782
Sub-Saharan Africa;112
Europe;8974
Australia and Oceania;1216
Sub-Saharan Africa;8717
Asia;5388
Sub-Saharan Africa;2173
Europe;2045
Europe;5008
Europe;3098
Australia and Oceania;5384
Middle East and North Africa;2964
Middle East and North Africa;3967
Australia and Oceania;8555
Asia;3920
Central America and the Caribbean;9286
Central America and the Caribbean;908
Europe;7071
Europe;3093
Asia;6324
Asia;1142
Europe;3958
Europe;8216
Asia;9389
Australia and Oceania;9982
Sub-Saharan Africa;4530
Sub-Saharan Africa;4601
Sub-Saharan Africa;3795
Central America and the Caribbean;2740
Europe;4098
Central America and the Caribbean;7561
Asia;4853
Central America and the Caribbean;4729
Europe;7975
Europe;2408
Sub-Saharan Africa;7877
Europe;1262
Middle East and North Africa;1474
Europe;4455
Sub-Saharan Africa;8179
Australia and Oceania;7651
Europe;9906
Europe;9014
Asia;1071
Middle East and North Africa;9208
Europe;8586
Europe;1397
Europe;1866
Middle East and North Africa;1246
Europe;2824
Asia;6918
Sub-Saharan Africa;5876
Central America and the Caribbean;9078
Sub-Saharan Africa;7934
Sub-Saharan Africa;889
Middle East and North Africa;8414
Central America and the Caribbean;8015
Middle East and North Africa;9228
Sub-Saharan Africa;8621
Central America and the Caribbean;4792
Sub-Saharan Africa;3371
Asia;2019
Central America and the Caribbean;5429
North America;323
Europe;458
Europe;1619
Central America and the Caribbean;6623
Europe;320
Australia and Oceania;4589
Asia;3340
Europe;7518
Central America and the Caribbean;94
Sub-Saharan Africa;1075
Europe;2496
Australia and Oceania;3424
Central America and the Caribbean;4959
Europe;5230
Europe;4398
Asia;9655
Sub-Saharan Africa;226
Asia;2366
Sub-Saharan Africa;4359
Australia and Oceania;1524
Europe;1209
Europe;7795
Asia;7692
Middle East and North Africa;4342
Asia;3220
Central America and the Caribbean;6830
Europe;9708
Australia and Oceania;3422
Asia;1571
Asia;4784
Europe;5722
Sub-Saharan Africa;4078
Sub-Saharan Africa;1575
Europe;6968
Europe;1044
Middle East and North Africa;1620
Sub-Saharan Africa;8544
Sub-Saharan Africa;8696
Sub-Saharan Africa;988
Europe;1362
Europe;7791
Sub-Saharan Africa;5280
Sub-Saharan Africa;866
Sub-Saharan Africa;8616
Australia and Oceania;4628
Sub-Saharan Africa;2033
Middle East and North Africa;5991
Australia and Oceania;8695
Sub-Saharan Africa;4368
Middle East and North Africa;4266
Middle East and North Africa;1675
Middle East and North Africa;6911
Sub-Saharan Africa;2324
Europe;7293
Asia;3230
Sub-Saharan Africa;8577
Central America and the Caribbean;3807
Sub-Saharan Africa;6426
Europe;5969
Europe;9005
Middle East and North Africa;4131
Sub-Saharan Africa;6977
Sub-Saharan Africa;5206
Europe;3508
Sub-Saharan Africa;8607
Sub-Saharan Africa;4260
Asia;6251
Asia;7398
Australia and Oceania;2549
Asia;3585
Middle East and North Africa;4417
Sub-Saharan Africa;5987
Sub-Saharan Africa;1269
Middle East and North Africa;267
Europe;5018
Australia and Oceania;4589
Asia;79
Central America and the Caribbean;9617
Sub-Saharan Africa;3365
Middle East and North Africa;8516
Sub-Saharan Africa;4292
Sub-Saharan Africa;6948
Europe;4772
Central America and the Caribbean;3079
Sub-Saharan Africa;9220
Sub-Saharan Africa;7573
Australia and Oceania;4550
Sub-Saharan Africa;3593
Asia;176
Middle East and North Africa;6803
Europe;8012
Europe;5369
Middle East and North Africa;2472
Central America and the Caribbean;9952
Sub-Saharan Africa;471
Middle East and North Africa;3719
Sub-Saharan Africa;1421
Middle East and North Africa;2332
Central America and the Caribbean;7238
Asia;3957
Sub-Saharan Africa;2336
Europe;9256
Europe;3628
Europe;1394
Asia;528
Sub-Saharan Africa;6035
Europe;4951
Europe;1343
Sub-Saharan Africa;1311
Sub-Saharan Africa;7983
Middle East and North Africa;6521
Central America and the Caribbean;9118
North America;9996
Europe;412
Asia;3650
Europe;29
Europe;1897
Europe;8634
Europe;1651
Middle East and North Africa;9390
Middle East and North Africa;2326
Asia;7962
Sub-Saharan Africa;5836
Europe;2514
Australia and Oceania;6595
Sub-Saharan Africa;3709
Europe;1517
Europe;4712
Europe;16
Asia;1186
Sub-Saharan Africa;4007
Europe;1297
Central America and the Caribbean;7904
Middle East and North Africa;5707
Europe;8619
Middle East and North Africa;7582
Middle East and North Africa;5568
Sub-Saharan Africa;2584
Europe;665
Asia;8879
Europe;8324
Australia and Oceania;7130
Europe;5458
Europe;501
Asia;1482
Europe;4656
Sub-Saharan Africa;8310
Europe;7760
Asia;355
Middle East and North Africa;476
Sub-Saharan Africa;4533
Sub-Saharan Africa;5969
Asia;257
Asia;9902
Asia;9440
Central America and the Caribbean;440
Europe;6498
Middle East and North Africa;8246
Australia and Oceania;8344
Central America and the Caribbean;6485
Sub-Saharan Africa;4393
Asia;821
Sub-Saharan Africa;6557
Asia;9418
Asia;9253
Middle East and North Africa;2940
Asia;9392
Europe;4551
Australia and Oceania;6390
Sub-Saharan Africa;9915
Asia;2161
Asia;7196
Australia and Oceania;1118
Europe;7058
Europe;176
Europe;2665
Middle East and North Africa;8749
Europe;9682
Asia;8751
Central America and the Caribbean;6272
Europe;4595
Europe;3099
Australia and Oceania;3197
Europe;3328
Sub-Saharan Africa;3969
Europe;2623
Middle East and North Africa;8827
Middle East and North Africa;9147
Sub-Saharan Africa;2183
Sub-Saharan Africa;3565
Europe;953
Middle East and North Africa;9040
Sub-Saharan Africa;4550
Europe;1238
Central America and the Caribbean;4889
Australia and Oceania;8321
Middle East and North Africa;6383
Europe;954
North America;5946
Sub-Saharan Africa;2301
North America;2993
Europe;8026
North America;9438
Middle East and North Africa;6294
Asia;9694
Europe;7767
Australia and Oceania;676
Europe;5611
Europe;1797
Australia and Oceania;5489
Europe;4973
Middle East and North Africa;5565
Europe;4616
Sub-Saharan Africa;6504
Sub-Saharan Africa;7641
Europe;1469
Middle East and North Africa;3463
Sub-Saharan Africa;6125
Asia;3994
Asia;8636
Sub-Saharan Africa;3649
Sub-Saharan Africa;9665
Europe;9343
Asia;2377
Sub-Saharan Africa;489
Asia;2435
Asia;9002
Asia;8005
Middle East and North Africa;9294
Australia and Oceania;9749
Sub-Saharan Africa;8282
Europe;833
Sub-Saharan Africa;5377
Australia and Oceania;6919
Sub-Saharan Africa;2496
Sub-Saharan Africa;6173
Asia;4051
Europe;9258
Europe;6956
Asia;9338
Asia;627
Sub-Saharan Africa;2077
Middle East and North Africa;6976
Australia and Oceania;5640
Europe;418
Europe;690
Europe;7867
Sub-Saharan Africa;392
Europe;8737
Central America and the Caribbean;409
Sub-Saharan Africa;4943
Middle East and North Africa;8906
Central America and the Caribbean;897
Asia;6546
Middle East and North Africa;3515
Middle East and North Africa;6494
Europe;2209
Australia and Oceania;4414
Europe;8896
Central America and the Caribbean;8470
Australia and Oceania;7987
Sub-Saharan Africa;9326
Sub-Saharan Africa;6398
Europe;146
Australia and Oceania;3543
Sub-Saharan Africa;6594
Sub-Saharan Africa;1335
Europe;6834
Sub-Saharan Africa;4189
Sub-Saharan Africa;1530
Central America and the Caribbean;9018
Sub-Saharan Africa;3846
Central America and the Caribbean;5237
Sub-Saharan Africa;9447
Sub-Saharan Africa;4761
Australia and Oceania;6496
Asia;2001
Middle East and North Africa;5657
Sub-Saharan Africa;3874
Europe;95
Europe;9793
Sub-Saharan Africa;5474
Asia;1672
Europe;9957
Middle East and North Africa;3926
Europe;4209
Sub-Saharan Africa;3467
Central America and the Caribbean;1393
Sub-Saharan Africa;9711
Asia;7175
Europe;4571
Middle East and North Africa;9717
Europe;2461
Sub-Saharan Africa;9684
Central America and the Caribbean;296
Sub-Saharan Africa;240
Sub-Saharan Africa;7489
Asia;7049
Europe;5955
Europe;8275
Middle East and North Africa;108
Europe;4583
Central America and the Caribbean;6861
Sub-Saharan Africa;9136
Sub-Saharan Africa;5629
Asia;7598
Europe;8326
Europe;8133
Europe;9366
Europe;1406
Asia;5663
Europe;580
Middle East and North Africa;6631
Asia;1320
Middle East and North Africa;4184
Middle East and North Africa;1789
North America;2736
Europe;2652
Asia;9201
Europe;7073
Australia and Oceania;2993
Europe;716
Europe;6027
Middle East and North Africa;1744
Sub-Saharan Africa;2716
Asia;823
Middle East and North Africa;9975
Middle East and North Africa;1115
Europe;7217
Central America and the Caribbean;8286
Asia;6357
Sub-Saharan Africa;499
Europe;1809
Middle East and North Africa;8417
Europe;486
Asia;5206
Australia and Oceania;1803
North America;6530
Europe;7673
Sub-Saharan Africa;551
Central America and the Caribbean;2512
Sub-Saharan Africa;7935
Australia and Oceania;3233
Europe;1846
Sub-Saharan Africa;9249
Central America and the Caribbean;7947
Asia;2476
Asia;4403
Central America and the Caribbean;7327
Europe;1877
Middle East and North Africa;716
Middle East and North Africa;3535
